username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink
Takeya_TacoBell	10/9/16 15:20	0	1	Last night was fun! DC vs. Marvel party. #Halloween #Marvel #MarvelGirl #BlackGirlsRock ‰Û_ https://www. instagram.com/p/BLW9TRSB_8O/			#Halloween #Marvel #MarvelGirl #BlackGirlsRock	7.85244E+17	https://twitter.com/Takeya_TacoBell/status/785243585528471553
EugeneCichock	10/9/16 15:20	0	0	SOS need Taco Bell				7.85244E+17	https://twitter.com/EugeneCichock/status/785243556323725316
boone_ashton	10/9/16 15:20	0	0	Is Taco Bell still again #RIPCaleb			#RIPCaleb	7.85244E+17	https://twitter.com/boone_ashton/status/785243538837700608
ChristoneHeerd	10/9/16 15:20	2	17	Found a blunt in the ladies bathroom in Taco Bell . God bless you					
jesssdietz	10/9/16 15:20	0	5	Struggle of wanting Taco Bell but also not wanting to spend money.				7.85243E+17	https://twitter.com/jesssdietz/status/785243452833267712
nhIiIy	10/9/16 15:19	0	8	my fatass at taco bell pic.twitter.com/BukKVr0H89				7.85243E+17	https://twitter.com/nhIiIy/status/785243339243216896
mamabunbuns	10/9/16 15:19	0	3	guy at taco bell said come again and i said you too i could not drive away fast enough				7.85243E+17	https://twitter.com/mamabunbuns/status/785243318196187136
_CoreyWilliams_	10/9/16 15:19	0	1	@CaseyNeistat I have an idea for a Taco Bell commercial. I know how to shoot it. What tips do you have for someone when pitching ideas?		@CaseyNeistat		7.85243E+17	https://twitter.com/_CoreyWilliams_/status/785243314060599296
44PeavoGloen	10/9/16 15:19	0	0	Chipotle make Taco Bell look like a Taco Truck				7.85243E+17	https://twitter.com/44PeavoGloen/status/785243260667125760
r0llinbarone	10/9/16 15:19	0	2	@ChristianCoyts im at taco bell waiting for you sis		@ChristianCoyts		7.85243E+17	https://twitter.com/r0llinbarone/status/785243245534076928
AlexYT_Oficial	10/9/16 15:19	0	1	AquÌ_ en el Taco Bell con @NovaG_x xdddddd		@NovaG_x		7.85243E+17	https://twitter.com/AlexYT_Oficial/status/785243242296070145
joel_johnson3	10/9/16 15:18	0	2	How can you eat taco bell if you're asleep? https:// twitter.com/paige_kortz/st atus/785241585181138948 ‰Û_				7.85243E+17	https://twitter.com/joel_johnson3/status/785243100650373120
theginger1120	10/9/16 15:18	0	0	Post-NYCC Domino's or Taco Bell ? The theme is being fat					
TefaBellugo	10/9/16 15:18	0	1	@BatiGord0 yo no					
katiadmi	10/9/16 15:18	0	0	@artipatel you can still find Taco Bell in Toronto?		@artipatel		7.85243E+17	https://twitter.com/katiadmi/status/785242967296581633
WhatDidYouSay24	10/9/16 15:17	1	1	Taco Bell is the bomb				7.85243E+17	https://twitter.com/WhatDidYouSay24/status/785242916960800768
_lilerikaaaa	10/9/16 15:17	1	0	@_Spainnnnnn the one on wayne					
theTonibels	10/9/16 15:17	0	1	Taco bell with love pic.twitter.com/DVcS0Ahwc0	Manila City				
tacobell	10/9/16 15:16	0	1	@SowerAsh007 Awesome tweet. May we use it on our site? To agree					
_ErnestHarperJr	10/9/16 15:16	0	0	I Need A $5 Big Box From Taco Bell				7.85243E+17	https://twitter.com/_ErnestHarperJr/status/785242590677504000
emilynic0le	10/9/16 15:16	0	0	@biomelso like..chips..from taco bell that are sugar coated lol		@biomelso		7.85243E+17	https://twitter.com/emilynic0le/status/785242569642876928
jakejoness15	10/9/16 15:16	1	1	"Catch me in the drive thru at Taco Bell "" BARSSS"""				7.85243E+17	https://twitter.com/jakejoness15/status/785242505084145664
Ali_Alicia5	10/9/16 15:16	0	0	I had a good time					
walkerxbieber	10/9/16 15:16	14	8	No necesitas ir a la Iglesia para ser cristiano. Si vas a Taco Bell 					
hannahcoffeecup	10/9/16 15:15	1	0	boi i just want some taco bell				7.85242E+17	https://twitter.com/hannahcoffeecup/status/785242355318140928
cctelecomjobs	10/9/16 15:15	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/Oivo6mw6oH				7.85242E+17	https://twitter.com/cctelecomjobs/status/785242263324598277
cctransportjobs	10/9/16 15:15	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/081DDbn6sz				7.85242E+17	https://twitter.com/cctransportjobs/status/785242262133440512
ccautomotivejob	10/9/16 15:15	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/rDigGICrwB				7.85242E+17	https://twitter.com/ccautomotivejob/status/785242260615094272
_tonysali_	10/9/16 15:14	2	7	Taco Bell uses the same 6 ingredients for everything				7.85242E+17	https://twitter.com/_tonysali_/status/785242151693144064
tacobell	10/9/16 15:14	1	2	@ThegameifyerAlt #TacoEmojiEngine pic.twitter.com/5JFpqghztu		@ThegameifyerAlt	#TacoEmojiEngine	7.85242E+17	https://twitter.com/tacobell/status/785242140196556800
ThegameifyerAlt	10/9/16 15:14	0	0	@tacobell		@tacobell		7.85242E+17	https://twitter.com/ThegameifyerAlt/status/785242133963894784
taylor_jordan11	10/9/16 15:14	0	0	but really you can always find me at Taco Bell				7.85242E+17	https://twitter.com/taylor_jordan11/status/785242111734009857
KD_NoThunda	10/9/16 15:14	0	1	Taco Bell a hit everytime				7.85242E+17	https://twitter.com/KD_NoThunda/status/785242044193120257
iyamjesop	10/9/16 15:13	0	9	I'm gonna put Taco Bell fire sauce packets in a bowl and hand it out to kids for Halloween				7.85242E+17	https://twitter.com/iyamjesop/status/785241909862232065
SmolTacoMuncher	10/9/16 15:13	0	0	‰Û÷ TACO BELL !!! LETS GO NOW~!! ‰Ûª He had a cookie today- @FellRedBones		@FellRedBones		7.85242E+17	https://twitter.com/SmolTacoMuncher/status/785241873744932864
RecklessJayy	10/9/16 15:13	1	0	Alina saved me with this Taco Bell .				7.85242E+17	https://twitter.com/RecklessJayy/status/785241811228905472
tacobell	10/9/16 15:13	1	2	@ThegameifyerAlt #TacoEmojiEngine pic.twitter.com/ioIP740Flj		@ThegameifyerAlt	#TacoEmojiEngine	7.85242E+17	https://twitter.com/tacobell/status/785241691984842752
ThegameifyerAlt	10/9/16 15:12	0	0	@tacobell #TacoEmojiEngine		@tacobell	#TacoEmojiEngine	7.85242E+17	https://twitter.com/ThegameifyerAlt/status/785241677627875328
KylieMacArthur	10/9/16 15:12	0	4	Ok that Taco Bell hack where you put half of a spicy tostada inside a mini chicken quesadilla is pretty bomb				7.85242E+17	https://twitter.com/KylieMacArthur/status/785241642441650176
venusasagirll	10/9/16 15:12	0	3	taco bell is my comfort food				7.85242E+17	https://twitter.com/venusasagirll/status/785241623995252737
SteveRudinBot	10/9/16 15:12	0	0	Thinking of breakfast? @TacoBell introduces biscuit taco					
SherylBranegan	10/9/16 15:12	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// ift.tt/2dXJjRm #mkting			#mkting	7.85242E+17	https://twitter.com/SherylBranegan/status/785241585512488960
paige_kortz	10/9/16 15:12	1	2	I honestly just want to eat Taco Bell & sleep				7.85242E+17	https://twitter.com/paige_kortz/status/785241585181138948
RonScrilla	10/9/16 15:12	0	0	Somebody bring me some taco bell since its my birthday .				7.85242E+17	https://twitter.com/RonScrilla/status/785241525089337345
Alexiss_db	10/9/16 15:12	0	2	Taco bell and Scream Queens					
SMPacks	10/9/16 15:12	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// ift.tt/2dXJjRm				7.85241E+17	https://twitter.com/SMPacks/status/785241482252972032
originaltee__	10/9/16 15:11	0	0	Taco Bell is like crack yall 					
CaptinJacko	10/9/16 15:11	0	0	@JoeFlacco looks like the guy that works at Taco Bell and gets picked up by his mom when his shift is over!! #RavensSuck #BigToothJagoff		@JoeFlacco	#RavensSuck #BigToothJagoff	7.85241E+17	https://twitter.com/CaptinJacko/status/785241398450724864
Angelicairene4	10/9/16 15:11	1	2	Taco Bell @_miarodriguez__ https:// twitter.com/stonerknowiedg e/status/747272371879370752 ‰Û_		@_miarodriguez__		7.85241E+17	https://twitter.com/Angelicairene4/status/785241364724187136
ogmob_	10/9/16 15:11	0	0	Taco Bell and del taco are trash foh https:// twitter.com/theciassicjams /status/785223575754211332 ‰Û_				7.85241E+17	https://twitter.com/ogmob_/status/785241339990515713
obiwanadobe	10/9/16 15:11	0	0	I'm at Taco Bell in Killeen					
Cr0b88	10/9/16 15:11	0	0	Taco Bell run				7.85241E+17	https://twitter.com/Cr0b88/status/785241318649765888
johnd0p3	10/9/16 15:11	1	2	my stomach after taco bell pic.twitter.com/jGFOZV8LoT				7.85241E+17	https://twitter.com/johnd0p3/status/785241268452335617
Nomeinnova	10/9/16 15:11	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplaces			#mPLUSPlaces	7.85241E+17	https://twitter.com/Nomeinnova/status/785241213008044032
Nex_Master	10/9/16 15:10	0	0	str8 gassed in taco bell 					
c_pickett22	10/9/16 15:10	0	0	@tacobell @TacoBellTeam can you bring back the triple steak stack?		@tacobell @TacoBellTeam		7.85241E+17	https://twitter.com/c_pickett22/status/785241005012422656
ccastnursingjob	10/9/16 15:10	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/Lmfq4Qr9l7				7.85241E+17	https://twitter.com/ccastnursingjob/status/785240995281731584
ccmanagementjob	10/9/16 15:10	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/FN5pqCPnO8				7.85241E+17	https://twitter.com/ccmanagementjob/status/785240994954547200
CareerCastMedia	10/9/16 15:10	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/5PJ1OjF8Re				7.85241E+17	https://twitter.com/CareerCastMedia/status/785240994300190720
ccastmfgjobs	10/9/16 15:10	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/ayk9jMgOKa				7.85241E+17	https://twitter.com/ccastmfgjobs/status/785240994136678405
TheTalesOfMar	10/9/16 15:09	0	0	Instead I was inside crusty ass Taco Bell slaving https:// twitter.com/myraw__/status /785219218778296320 ‰Û_				7.85241E+17	https://twitter.com/TheTalesOfMar/status/785240922250510337
originaltee__	10/9/16 15:09	0	1	need some Taco Bell				7.85241E+17	https://twitter.com/originaltee__/status/785240914780229632
gelly_roller	10/9/16 15:09	1	8	Rachel memorized my Taco Bell order				7.85241E+17	https://twitter.com/gelly_roller/status/785240711142617088
maroon5princess	10/9/16 15:08	0	1	first. (@Taco Bell Arena for Maroon 5 in Boise					
abbytuttle16	10/9/16 15:08	2	24	"Let's go to Taco Bell "" pic.twitter.com/KySFfoY9QI"""				7.85241E+17	https://twitter.com/abbytuttle16/status/785240533186842624
rafaelrayoh	10/9/16 15:08	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// bit.ly/2d5oSRp #MarketingNews			#MarketingNews	7.85241E+17	https://twitter.com/rafaelrayoh/status/785240530024275968
DlCKROY	10/9/16 15:08	0	1	i love twenty one beans and taco bell 's baja blast freeze and being gay https:// twitter.com/slowthema/stat us/785240325308686336 ‰Û_				7.85241E+17	https://twitter.com/DlCKROY/status/785240524265521157
kxssydawg	10/9/16 15:08	0	5	so i took an uber last night and i even made the guy go to taco bell so i could grab food and i got charged $0.00				7.8524E+17	https://twitter.com/kxssydawg/status/785240483396132864
rrebelspook	10/9/16 15:07	0	1	@courtttrenea @tacobell no no no					
xbaaex_	10/9/16 15:07	0	0	I'm craving Taco Bell				7.8524E+17	https://twitter.com/xbaaex_/status/785240234665447424
nipsrnice	10/9/16 15:06	0	8	Del taco and Taco Bell are the only real ones left. They have a genuine 1$ menu				7.8524E+17	https://twitter.com/nipsrnice/status/785240165664956420
gilianhall	10/9/16 15:06	0	3	@taco bell Gilian you have to act like you're a cop					
CNicColeman	10/9/16 15:06	1	3	I really wish					
irishpotatooe	10/9/16 15:06	0	0	someone bring me a starburst freeze from taco Bell I'll pay you back :^)))	Deltona				
tristani14	10/9/16 15:06	0	2	@amandajschlos22 got some Taco Bell too pic.twitter.com/yiWqc0oQuK		@amandajschlos22		7.8524E+17	https://twitter.com/tristani14/status/785239993228722179
_mechelly	10/9/16 15:06	0	2	I want Wing stop and Taco Bell idcc				7.8524E+17	https://twitter.com/_mechelly/status/785239975751131137
PhilRedbeard	10/9/16 15:05	0	1	I know it isn‰Ûªt Tuesday					
Benjamin_Nguyen	10/9/16 15:05	0	3	I've had Taco Bell breakfast					
SOFTXSHUG	10/9/16 15:05	1	0	ÌöL OH ÌöL TACO BELL https:// twitter.com/quanherxandez/ status/785237887218491392 ‰Û_				7.8524E+17	https://twitter.com/SOFTXSHUG/status/785239839918522368
jadenhorak	10/9/16 15:05	0	2	PSA: don't come to Taco Bell at this time of day					
lexidetwiler	10/9/16 15:05	0	0	Taco Bell it is				7.8524E+17	https://twitter.com/lexidetwiler/status/785239764488318976
ccasttradesjobs	10/9/16 15:05	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/sNBxuWTxpg				7.8524E+17	https://twitter.com/ccasttradesjobs/status/785239736835252228
CareerCastENGR	10/9/16 15:05	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/TMuH6GKUT3				7.8524E+17	https://twitter.com/CareerCastENGR/status/785239736814272512
ccparttimejobs	10/9/16 15:05	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/m1l1GdnwBZ				7.8524E+17	https://twitter.com/ccparttimejobs/status/785239736696840192
CareerCastFNCE	10/9/16 15:05	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/3kC31LMr2B				7.8524E+17	https://twitter.com/CareerCastFNCE/status/785239734683566080
CareerCastAcctg	10/9/16 15:05	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/Ohq1DIlvKa				7.8524E+17	https://twitter.com/CareerCastAcctg/status/785239734641721345
ccdiversityjobs	10/9/16 15:05	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/dtaHBeJkOJ				7.8524E+17	https://twitter.com/ccdiversityjobs/status/785239734494883841
basedmarth	10/9/16 15:05	0	0	IM SO FUCKING HUNGRY I NEED TO GO TO TACO BELL				7.8524E+17	https://twitter.com/basedmarth/status/785239729046302720
Penguin_Toy	10/9/16 15:05	0	0	Me ha gustado un vÌ_deo de @YouTube de @asickmind_ ( http:// youtu.be/-ae34ii3bqA?a - Taco Bell saga - Tyler Joseph en espaÌ±ol).		@YouTube @asickmind_		7.8524E+17	https://twitter.com/Penguin_Toy/status/785239676470919169
MuriloBordoni	10/9/16 15:05	0	2	Olha que lindo! E sÌ_ levou 12 minutos! Aprende TACO BELL SP! @General Prime Burger https://www. instagram.com/p/BLW7hc2gi9X/	Sao Paulo				
Oenonewept	10/9/16 15:04	0	0	i want taco bell . :/				7.8524E+17	https://twitter.com/Oenonewept/status/785239558942183424
AhabMayabb	10/9/16 15:04	0	0	@psmurfff Italy's pizza and pasta. It's in a little shopping center on the other side of the street from Taco Bell on H mill road		@psmurfff		7.8524E+17	https://twitter.com/AhabMayabb/status/785239553661607936
Kellyrae_3	10/9/16 15:04	0	0	someone be an MVP and bring me meat and cheese soft tacos from taco bell my mom won't let me leave...				7.8524E+17	https://twitter.com/Kellyrae_3/status/785239548875776000
xseventhwheel_	10/9/16 15:04	0	0	siempre que estoy triste me pongo taco bell saga y por lo menos me rÌ_o				7.85239E+17	https://twitter.com/xseventhwheel_/status/785239495574745088
_rxy19	10/9/16 15:04	2	0	quiero pizza Ì_ taco bell .				7.85239E+17	https://twitter.com/_rxy19/status/785239485504159744
MeErikaG	10/9/16 15:04	0	4	Rainy days like this I just wanna lay in bed					
Phanni_boo	10/9/16 15:04	0	1	taco bell sounds good right now				7.85239E+17	https://twitter.com/Phanni_boo/status/785239434761498625
sparksbeflying	10/9/16 15:03	0	4	"Taco Bell drive thru shorty just told me I was beautiful like wow"" omw back thru for his number"""				7.85239E+17	https://twitter.com/sparksbeflying/status/785239385096749056
ThatUgandanGuy	10/9/16 15:03	0	0	@MacyDeskiewicz remember when I left Taco Bell in your fridge?		@MacyDeskiewicz		7.85239E+17	https://twitter.com/ThatUgandanGuy/status/785239306629738496
Tonfyrb26	10/9/16 15:03	0	0	This Taco Bell is hitting the spot				7.85239E+17	https://twitter.com/Tonfyrb26/status/785239217790214145
anagperezo	10/9/16 15:03	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// bit.ly/2dHhT4u #socialmedia #communitymanager			#socialmedia #communitymanager	7.85239E+17	https://twitter.com/anagperezo/status/785239203705749505
alexealcala43	10/9/16 15:02	0	0	Taco Bell sounds so good rn				7.85239E+17	https://twitter.com/alexealcala43/status/785239161678680064
AustyPowers5472	10/9/16 15:02	0	2	My Taco Bell order is longer than most people's grocery list				7.85239E+17	https://twitter.com/AustyPowers5472/status/785239102782267393
rrebelspook	10/9/16 15:02	0	0	Taco Bell is my fave how could they do this to me	Murrieta				
CYD_cudi	10/9/16 15:02	1	0	Taco Bell @6:02		@6		7.85239E+17	https://twitter.com/CYD_cudi/status/785238985748742146
zunyaeeee	10/9/16 15:02	0	0	Guess Ima get me some Taco Bell				7.85239E+17	https://twitter.com/zunyaeeee/status/785238979440443392
dgriffo1990	10/9/16 15:02	0	3	Thank you @tacobell for my food poisoning last night					
rrebelspook	10/9/16 15:02	0	2	What is this sad thing?!?? Where's my lettuce cheese and tomatoes?); @tacobell my cool ranch tacos shells were broken as hell too pic.twitter.com/ZjfCunCVzP		@tacobell		7.85239E+17	https://twitter.com/rrebelspook/status/785238963468374016
chainmail_bbgrl	10/9/16 15:02	0	1	I really have been sitting in the Taco Bell parking lot for 2 hours what is life				7.85239E+17	https://twitter.com/chainmail_bbgrl/status/785238926898397184
mutaharu	10/9/16 15:01	1	8	thank you					
lyndsaysheerinx	10/9/16 15:01	0	2	@stwolf16 yea tru but theyre not taco bell :(	East Rochester				
OliverosBetania	10/9/16 15:01	0	0	Una habitaciÌ_n en un restaurante de Taco Bell es la Ì¼ltima ‰ÛÏlocura‰Û de Airbnb http:// ift.tt/2dXJjRm				7.85239E+17	https://twitter.com/OliverosBetania/status/785238809835429889
LacySeiders	10/9/16 15:01	0	0	@Ryry122 why do u want to fuck a Taco Bell		@Ryry122		7.85239E+17	https://twitter.com/LacySeiders/status/785238742311239680
KanIa_getasmile	10/9/16 15:00	1	1	fuck you and your Taco Bell bitch https:// twitter.com/girlgoflya_kyt e/status/785238169717469188 ‰Û_	Baltimore				
CareerCastMktg	10/9/16 15:00	1	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/gsT44yVyBI				7.85239E+17	https://twitter.com/CareerCastMktg/status/785238651584258049
CareerCastHRJob	10/9/16 15:00	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/GFFsBCVU9e				7.85239E+17	https://twitter.com/CareerCastHRJob/status/785238649617219584
CareerCastRtail	10/9/16 15:00	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/imPD3Xl4Kg				7.85239E+17	https://twitter.com/CareerCastRtail/status/785238649491324928
CareerCastITJob	10/9/16 15:00	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/MQdB5i0XU7				7.85239E+17	https://twitter.com/CareerCastITJob/status/785238649147392000
ccastbiotechjob	10/9/16 15:00	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/Ctkdzk6Yht				7.85239E+17	https://twitter.com/ccastbiotechjob/status/785238648891576321
CareerCastAdmn	10/9/16 15:00	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/KtgrWptRak				7.85239E+17	https://twitter.com/CareerCastAdmn/status/785238648610521088
katlynelise	10/9/16 15:00	0	18	Reasons to love Fort Morgan: stop through on a road trip for Taco Bell and get rear ended in the drive thru				7.85239E+17	https://twitter.com/katlynelise/status/785238586157248512
sighnichole	10/9/16 15:00	0	3	i love taco bell				7.85239E+17	https://twitter.com/sighnichole/status/785238582038454276
_TooFlighteous_	10/9/16 15:00	0	0	Finna smash this Taco Bell	Rosenberg				
Ed_Alvar	10/9/16 15:00	0	1	@__vazco I was going to wisely counsel you against it until I remembered I'm capable of emptying my account en Taco Bell ...		@__vazco		7.85238E+17	https://twitter.com/Ed_Alvar/status/785238435321683968
XThatWhiteBoyX	10/9/16 14:59	0	1	Good buy me some Taco Bell https:// twitter.com/kaylecantrell/ status/785229944498614273 ‰Û_	Grove City				
tajaLoveee_	10/9/16 14:59	0	0	that taco bell >>>>				7.85238E+17	https://twitter.com/tajaLoveee_/status/785238243432206336
TheDSC	10/9/16 14:59	0	0	My apt is a block away from @TacoBell 					
kyliekriner1681	10/9/16 14:59	0	0	anyone wanna go to taco bell ??				7.85238E+17	https://twitter.com/kyliekriner1681/status/785238238491475968
Cinnabon	10/9/16 14:59	1	1	@VIDEOGYS @JaworskiAlex @tacobell Great sweet touch to your meal.		@VIDEOGYS @JaworskiAlex @tacobell		7.85238E+17	https://twitter.com/Cinnabon/status/785238227095474181
girlgoflya_KYte	10/9/16 14:59	0	0	Wow Taco Bell did me dirty	Baltimore				
lorenaicv	10/9/16 14:58	0	0	@albertormendez wing zone va ganando pero taco bell es mi amor					
casidie10	10/9/16 14:58	0	1	Just saw that Taco Bell is closing on June 1st.... brb crying				7.85238E+17	https://twitter.com/casidie10/status/785237972031410176
ryanrstar_	10/9/16 14:57	0	0	I see Wendy's & Taco Bell commercials now and just get sick				7.85238E+17	https://twitter.com/ryanrstar_/status/785237872165081088
Nick_Fazakas	10/9/16 14:56	0	0	@Berniemurff taco bell	Virginia				
kelsey_henahan	10/9/16 14:56	0	1	Eating Taco Bell makes me think of u	Wilkes-Barre				
_ArneishaK	10/9/16 14:55	1	0	The cravings be real for them Cinnabon delights from Taco Bell				7.85237E+17	https://twitter.com/_ArneishaK/status/785237238900789249
WankyBot	10/9/16 14:55	0	0	500k doesnt make sense					
cceducationjobs	10/9/16 14:55	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/t8JbYQIwR3				7.85237E+17	https://twitter.com/cceducationjobs/status/785237210043912192
ccdisabilityjob	10/9/16 14:55	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/sUULkUQ4xd				7.85237E+17	https://twitter.com/ccdisabilityjob/status/785237209968414720
CareerCastTrsm	10/9/16 14:55	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/hnqVcLAgM2				7.85237E+17	https://twitter.com/CareerCastTrsm/status/785237209578364928
ccastgovtjobs	10/9/16 14:55	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/UvKrqE4eIJ				7.85237E+17	https://twitter.com/ccastgovtjobs/status/785237208844337152
ccexecutivejobs	10/9/16 14:55	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/583SyCCOZ7				7.85237E+17	https://twitter.com/ccexecutivejobs/status/785237208609460224
ccrealestatejob	10/9/16 14:55	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/jjzRsOaKnN				7.85237E+17	https://twitter.com/ccrealestatejob/status/785237208257163265
T_Mills329	10/9/16 14:54	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplaces			#mPLUSPlaces	7.85237E+17	https://twitter.com/T_Mills329/status/785237102862688259
punkkfreex	10/9/16 14:54	0	3	Yesss @JaworskiAlex @tacobell @Cinnabon pic.twitter.com/XG9JIZdf1X		@JaworskiAlex @tacobell @Cinnabon		7.85237E+17	https://twitter.com/punkkfreex/status/785237085368180737
JustinMVicroy	10/9/16 14:54	0	1	The @tacobell across the street is drive thru only while under remodel. I don't have a car... #1stworldproblens #fml #needtacos		@tacobell	#1stworldproblens #fml #needtacos	7.85237E+17	https://twitter.com/JustinMVicroy/status/785237057752870912
tinahorning1	10/9/16 14:54	0	0	I just checked in at Taco Bell with #mPLUSPlaces Download today! http:// bit.ly/gomplaces			#mPLUSPlaces	7.85237E+17	https://twitter.com/tinahorning1/status/785237057383825409
jayjayrichards2	10/9/16 14:54	0	0	@MattMeezyy @tacobell I love taco bell		@MattMeezyy @tacobell		7.85237E+17	https://twitter.com/jayjayrichards2/status/785237054133272576
_ogpistol	10/9/16 14:54	0	0	@HatesWhiteGirls there's more to life than cyber bullying. Like Taco Bell .		@HatesWhiteGirls		7.85237E+17	https://twitter.com/_ogpistol/status/785236983438336000
dschnell21	10/9/16 14:54	0	1	The guy at Taco Bell is unreal. I have no idea what's going on.....				7.85237E+17	https://twitter.com/dschnell21/status/785236962861088771
rockydelaroca	10/9/16 14:54	0	0	Que bueno que Lucia esta bien. Pero no puedo dejar de sentirme decepcionado por no poder teletransportarme de Taco Bell a Izabal.	Guatemala			7.85237E+17	https://twitter.com/rockydelaroca/status/785236937812553728
kaitlynbriscoe_	10/9/16 14:54	1	2	if you're real please bring me and @rautumn890 Taco Bell 					
tylerjoseh	10/9/16 14:53	1	10	every time we pass a taco bell my sister sings tb saga what have i created				7.85237E+17	https://twitter.com/tylerjoseh/status/785236769692319744
NgoKieran	10/9/16 14:53	0	2	" Taco Bell Brigade"" ""Dominate sometimes"" HAHAHAHAHA FML"""				7.85237E+17	https://twitter.com/NgoKieran/status/785236695696355328
BigNastyValdez	10/9/16 14:52	1	4	If you buy me 20 dollars worth of Taco bell I would make anybody you want dissappear				7.85237E+17	https://twitter.com/BigNastyValdez/status/785236590553477120
MJMama2014	10/9/16 14:52	0	0	Oh yeah me and my best friend from work we both ate @tacobell today for lunch					
CevinODonnor	10/9/16 14:52	1	4	If you're too good for Taco Bell we can't be friends.				7.85237E+17	https://twitter.com/CevinODonnor/status/785236571423322112
summerdraws	10/9/16 14:51	0	1	my diet is 87% salsas and the rest are those damn pringles taco bell is Nothing				7.85236E+17	https://twitter.com/summerdraws/status/785236304774782977
processingjess	10/9/16 14:51	0	1	does @Fergie still go to taco bell 					
giveawayflipt	10/9/16 14:51	0	0	*looking at bryce's phone* me: why do you have the taco bell app? bryce: *panics* i only use it to see what's new ok?! me: dedication.				7.85236E+17	https://twitter.com/giveawayflipt/status/785236234683703297
vcosmee	10/9/16 14:51	0	1	woooooow i gave jaden money & he deadass spent it on nasty ass taco bell	Killeen				
webhay_s	10/9/16 14:51	0	2	Going to Taco Bell				7.85236E+17	https://twitter.com/webhay_s/status/785236195747983361
SocksBrown_	10/9/16 14:51	0	0	I sure do love getting Taco Bell ads in the middle of a set.				7.85236E+17	https://twitter.com/SocksBrown_/status/785236167637671936
RKC_317	10/9/16 14:50	0	0	@jroberts332 1) Walking down the stairs at grandma's house 2) Something from Taco Bell 3) Goodbye to a World by @porterrobinson		@jroberts332 @porterrobinson		7.85236E+17	https://twitter.com/RKC_317/status/785236106388189184
summerdraws	10/9/16 14:50	0	2	my friends hate it when we're all sitting in taco bell and i get up to grab hot sauce cuz then they have to sit and watch me chug them				7.85236E+17	https://twitter.com/summerdraws/status/785236075128193024
ronaldsmith1999	10/9/16 14:50	4	7	Taco Bell stay feeding my niggas lol @JadanGilliland @zbrock328 @Traw_collins	Bartlesville				
itsbrandon150	10/9/16 14:50	2	1	@TacoBellTeam if these are the kind of employees you hire					
HaydeLevi	10/9/16 14:50	10	26	When you can't escape @EastsideAPUSH 					
ccveteransjobs	10/9/16 14:50	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/asYeUEUwk7				7.85236E+17	https://twitter.com/ccveteransjobs/status/785235958727864320
CareerCastLegal	10/9/16 14:50	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/S25XtahqI3				7.85236E+17	https://twitter.com/CareerCastLegal/status/785235958673309696
CCconstructjob	10/9/16 14:50	0	0	Is this a new promotional deal from Taco Bell ? pic.twitter.com/WN943ofNPe				7.85236E+17	https://twitter.com/CCconstructjob/status/785235958631395328
